price,address,mls,office_name,office_type,office_address,Property Type,Building Type,Storeys,Square Footage,Community Name,Title,Annual Property Taxes,Parking Type,Time on REALTOR.ca,Above Grade,Total,Partial,Appliances Included,Features,Building Amenities,Cooling,Heating Type,Exterior Finish,Community Features,Maintenance Fees,Maintenance Fees Include,Maintenance Management Company,Total Parking Spaces,View,Below Grade,Flooring,Structures,Land Size,Basement Features,Basement Type,Style,Architecture Style,Fire Protection,Rental Equipment,Fireplace,Utility Sewer,Water,Amenities Nearby,Fencing,Frontage,Land Depth,Foundation Type,Utility Type,Zoning Description,Pool Type,Split Level Style,Landscape Features,Surface Water,Subdivision Name,Built in,Storage,Total Units,Above Grade Finished,Below Grade Finished,Access,Waterfront,Utility Communications,Construction Status,Construction Material,Waterfront Name,Other Style,Fireplace Fuel,Utility-Hydro,Other,Age Of Building,Business Type
"$2,150,000","198 B MOORE AVENUEToronto (Rosedale-Moore Park), Ontario M4T1V8",C10433093,CENTURY 21 LEADING EDGE REALTY INC.,Brokerage,"1053 MCNICOLL AVENUETORONTO, Ontario M1W3W6",Single Family,House,2,1500 - 2000 sqft,Rosedale-Moore Park,Freehold,"$8,877.50 (CAD)",Attached Garage,2 days,3,3,,,"Paved yard, Sump Pump",,Central air conditioning,Forced air (Natural gas),Stucco,,,,,2,,,"Ceramic, Hardwood",Patio(s),26.3 x 91.6 FT ; Irregular,,N/A (Finished),Detached,,Smoke Detectors,,,Sanitary sewer,Municipal water,"Public Transit, Park",Fenced yard,"26 ft ,3 in","91 ft ,7 in",Concrete,,,,,Landscaped,,,,,,,,,,,,,,,,,,,
"$2,149,000","186 MACPHERSON AVENUEToronto (Annex), Ontario M5R1W8",C10441847,CHESTNUT PARK REAL ESTATE LIMITED,Brokerage,"1300 YONGE ST GROUND FLRTORONTO, Ontario M4T1X3",Single Family,Row / Townhouse,2.5,,Annex,Freehold,"$9,450 (CAD)",,13 hours,3,3,,"Dishwasher, Dryer, Home Theatre, Range, Refrigerator, Washer, Window Coverings",Lane,,Central air conditioning,Forced air (Natural gas),Stucco,,,,,1,,,Hardwood,,14.92 x 64 FT,,N/A (Finished),Attached,,,,,Sanitary sewer,Municipal water,,,"14 ft ,11 in",64 ft,,,,,,,,,,,,,,,,,,,,,,,,,
"$2,095,000","801 - 2600 BATHURST STREETToronto (Englemount-Lawrence), Ontario M6B2Z4",C10428554,HARVEY KALLES REAL ESTATE LTD.,Brokerage,"2145 AVENUE ROADTORONTO, Ontario M5M4B2",Single Family,Apartment,,2250 - 2499 sqft,Englemount-Lawrence,Condominium/Strata,"$7,309.03 (CAD)",Underground,4 days,3,2,,"Central Vacuum, Cooktop, Dryer, Freezer, Microwave, Oven, Refrigerator, Washer, Whirlpool, Window Coverings",Balcony,"Exercise Centre, Party Room, Sauna, Storage - Locker",Central air conditioning,Forced air (Natural gas),Brick,Pet Restrictions,"$3,173 (CAD) Monthly","Heat, Water, Electricity, Insurance, Parking, Common Area Maintenance, Cable TV",Sayland Property Management,3,,,Hardwood,,,,,,,Security system,,,,,"Park, Place of Worship, Public Transit, Schools",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$2,089,000","15 EDGEWOOD GROVEToronto (Woodbine Corridor), Ontario M4L1X8",E10432266,"THE WEIR TEAM, BROKERAGE INC.",Brokerage,"2040 DANFORTH AVETORONTO, Ontario M4C1J6",Single Family,House,3,,Woodbine Corridor,Freehold,"$8,976.87 (CAD)",Garage,2 days,4,4,1,"Central Vacuum, Window Coverings",Carpet Free,,Central air conditioning,Forced air (Natural gas),"Stucco, Wood",,,,,2,,,"Hardwood, Tile",,24.97 x 79.95 FT,Walk out,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,,,"24 ft ,11 in","79 ft ,11 in",Poured Concrete,,,,,,,,,,,,,,,,,,,,,,,,
"$2,075,000","123 - 1 BENVENUTO PLACEToronto (Casa Loma), Ontario M4V2L1",C10431898,HARVEY KALLES REAL ESTATE LTD.,Brokerage,"2145 AVENUE ROADTORONTO, Ontario M5M4B2",Single Family,Apartment,,1400 - 1599 sqft,Casa Loma,Condominium/Strata,"$8,318.82 (CAD)","Carport, Covered",2 days,2,3,1,"Blinds, Cooktop, Dishwasher, Dryer, Freezer, Microwave, Range, Refrigerator, Washer",Cul-de-sac,"Security/Concierge, Exercise Centre, Visitor Parking, Storage - Locker",Central air conditioning,Forced air (Natural gas),Brick,Pet Restrictions,"$1,684.75 (CAD) Monthly","Heat, Water, Common Area Maintenance, Insurance, Parking",Benvenuto Residences Inc.,2,,1,,,,,,,,,,,,,"Public Transit, Schools",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$2,050,000","85 OAKRIDGE DRIVEToronto (Cliffcrest), Ontario M1M2A6",E10440850,HOMELIFE EAGLE REALTY INC.,Brokerage,"13025 YONGE ST UNIT 202RICHMOND HILL, Ontario L4E1A5",Single Family,House,2,3500 - 5000 sqft,Cliffcrest,Freehold,"$8,032 (CAD)",Garage,1 day,4,6,1,,,,Central air conditioning,Forced air (Natural gas),"Brick, Stone",,,,,7,,2,Hardwood,,38.8 x 172.2 FT,Walk-up,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,,,"38 ft ,9 in","172 ft ,2 in",Concrete,,,,,,,,,,,,,,,,,,,,,,,,
"$2,048,000","219 ELLERSLIE AVENUEToronto (Willowdale West), Ontario M2N1Y3",C10431766,KELLER WILLIAMS REFERRED URBAN REALTY,Brokerage,"246 SHEPPARD AVE WTORONTO, Ontario M2N1N3",Single Family,House,2,,Willowdale West,Freehold,"$10,228.63 (CAD)",Attached Garage,2 days,4,3,1,"Garage door opener remote(s), Blinds, Dishwasher, Dryer, Hood Fan, Refrigerator, Stove, Washer, Whirlpool",Level,Fireplace(s),Central air conditioning,Forced air (Natural gas),Brick,,,,,6,,1,"Hardwood, Carpeted","Deck, Shed",50 x 150 FT,,Full,Detached,,,Water Heater - Gas,1,Sanitary sewer,Municipal water,,,50 ft,150 ft,Block,,,,,,,,,,,,,,,,,,,,,,,,
"$2,000,000","850 COSBURN AVENUEToronto (East York), Ontario M4C2W2",E10430001,BAY STREET GROUP INC.,Brokerage,"8300 WOODBINE AVE STE 500MARKHAM, Ontario L3R9Y7",Single Family,House,3,,East York,Freehold,"$3,862.56 (CAD)",,3 days,4,5,1,,Sump Pump,,Central air conditioning,Forced air (Natural gas),"Brick, Stone",Community Centre,,,,1,,1,,,28 x 110 FT,Separate entrance,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,"Hospital, Park, Public Transit, Schools",,28 ft,110 ft,Block,,Res,,,,,,,,,,,,,,,,,,,,,,
"$1,999,999","183 ATLAS AVENUEToronto (Oakwood Village), Ontario M6C3P6",C10441838,RE/MAX EXPERTS,Brokerage,"277 CITYVIEW BLVD UNIT: 16VAUGHAN, Ontario L4H5A4",Single Family,House,3,,Oakwood Village,Freehold,"$4,656.53 (CAD)",,13 hours,4,5,1,"Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer, Window Coverings","Lane, Carpet Free, Sump Pump",,Central air conditioning,Forced air (Natural gas),"Stone, Steel",,,,,1,,,Hardwood,,16.67 x 103 FT,Walk out,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,,,"16 ft ,8 in",103 ft,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
"$1,999,999","34 MORRISH ROADToronto (Centennial Scarborough), Ontario M1C1E7",E10429148,ICI SOURCE REAL ASSET SERVICES INC.,Brokerage,,Vacant Land,,,25330 sqft,Centennial Scarborough,,"$16,359.34 (CAD)",,4 days,,,,,,,,,,,,,,,,,,,"128.25 FT ; 25,327.46 Ft? (0.581 Ac)",,,,,,,,,,,,"128 ft ,3 in",,,,Cr Mixed Use,,,,,,,,,,,,,,,,,,,,,,Residential (Residential)
"$1,999,000","215 RIDLEY BOULEVARDToronto (Bedford Park-Nortown), Ontario M5M3M5",C10430403,UPPERSIDE REAL ESTATE LIMITED,Brokerage,"7900 BATHURST ST #106THORNHILL, Ontario L4J0B8",Single Family,House,1,,Bedford Park-Nortown,Freehold,"$8,111.38 (CAD)",Attached Garage,3 days,2,2,,"Oven - Built-In, Water Heater",,,Central air conditioning,Forced air (Natural gas),"Brick, Stone",Community Centre,,,,5,,2,Hardwood,,41.21 x 175.92 FT ; See Geowarehouse,,N/A (Finished),Detached,Bungalow,,,1,Sanitary sewer,Municipal water,"Park, Place of Worship, Public Transit",,"41 ft ,2 in","175 ft ,11 in",Concrete,,Residential,,,,,,,,,,,,,,,,,,,,,,
"$1,995,000","168 MCKEE AVENUEToronto (Willowdale East), Ontario M2N4C7",C10431162,"T-ONE GROUP REALTY INC.,",Brokerage,"1595 16TH AVE #204RICHMOND HILL, Ontario L4B3N9",Single Family,House,,1500 - 2000 sqft,Willowdale East,Freehold,"$9,391.74 (CAD)",Attached Garage,3 days,3,2,1,"Water Heater, Dishwasher, Dryer, Range, Refrigerator, Stove, Washer, Window Coverings",,,Central air conditioning,Forced air (Natural gas),Brick,,,,,4,,,,,52 x 126.9 FT,,N/A (Partially finished),Detached,,,,,Sanitary sewer,Municipal water,,,52 ft,"126 ft ,10 in",Brick,,,,Sidesplit,,,,,,,,,,,,,,,,,,,,
"$1,995,000","37 DUPONT STREETToronto (Annex), Ontario M5R1V3",C10442620,SOTHEBY'S INTERNATIONAL REALTY CANADA,Brokerage,"1867 YONGE STREET STE 100TORONTO, Ontario M4S1Y5",Single Family,House,3,,Annex,Freehold,"$10,257 (CAD)",Detached Garage,11 hours,4,4,2,"Water purifier, Water Heater",Lane,,Central air conditioning,Forced air (Electric),Brick,,,,,3,,2,"Hardwood, Tile, Ceramic",,16 x 118 FT,,N/A (Finished),Semi-detached,,,,,Sanitary sewer,Municipal water,"Hospital, Park, Public Transit, Schools",,16 ft,118 ft,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
"$1,975,000","201 GLEDHILL AVENUEToronto (Woodbine-Lumsden), Ontario M4C5K9",E10429925,RIGHT AT HOME REALTY,Brokerage,"1396 DON MILLS RD UNIT B-121TORONTO, Ontario M3B0A7",Single Family,House,2,,Woodbine-Lumsden,Freehold,"$4,592.15 (CAD)",,4 days,3,4,1,"Oven - Built-In, Water Heater",Carpet Free,"Fireplace(s), Separate Heating Controls, Separate Electricity Meters",Central air conditioning,Forced air (Natural gas),Stucco,,,,,3,,2,"Hardwood, Vinyl","Deck, Shed",25 x 172.25 FT,Apartment in basement,N/A,Detached,,,,,Sanitary sewer,Municipal water,,,25 ft,"172 ft ,3 in",Block,Sewer (Installed),RD(f6;a185;d0.75),,,Landscaped,,,,,,,,,,,Insulation upgraded,,,,,,,,
"$1,950,000","169 ASHDALE AVENUEToronto (Greenwood-Coxwell), Ontario M4L2Y8",E10432640,ROYAL LEPAGE TERREQUITY REALTY,Brokerage,"6 YONGE STREETTORONTO, Ontario M5E0E9",Single Family,House,2,2000 - 2500 sqft,Greenwood-Coxwell,Freehold,"$7,739.43 (CAD)",Detached Garage,2 days,3,4,,"Hot Tub, Water Heater - Tankless, Sauna, Water Heater","Irregular lot size, Sloping, Sauna",,Central air conditioning,Forced air (Natural gas),"Wood, Brick",,,,,2,,1,,"Porch, Drive Shed",25 x 120.9 FT|under 1/2 acre,,N/A (Partially finished),Detached,,Smoke Detectors,,,Sanitary sewer,Municipal water,"Schools, Public Transit, Park, Beach",Fenced yard,25 ft,"120 ft ,10 in",Concrete,"Cable (Available), Sewer (Installed)",Residential,,,Landscaped,,,,,,,,,,,,,,,,,,,
"$1,949,000","42 ORLEY AVENUEToronto (Woodbine-Lumsden), Ontario M4C2C1",E10429934,SIXROOFS REALTY,Brokerage,"63 PEMBERTON RDRICHMOND HILL, Ontario L4C3T5",Single Family,House,2,,Woodbine-Lumsden,Freehold,"$3,219 (CAD)",Garage,4 days,3,5,1,"Water Heater, Dishwasher, Microwave, Oven, Refrigerator, Stove",Sump Pump,,Central air conditioning,Forced air (Natural gas),"Brick Facing, Stucco",,,,,3,,,Laminate,,25 x 100 FT,"Apartment in basement, Separate entrance",N/A,Detached,,,,1,Sanitary sewer,Municipal water,,,25 ft,100 ft,Block,,RD(f6;a185;d0.75),,,,,,,,,,,,,,,,,,,,,,
"$1,899,900","12 DOBBIN ROADToronto (Tam O'Shanter-Sullivan), Ontario M1T1C4",E10441287,REAL ESTATE ADVISORS INC.,Brokerage,,Single Family,House,2,,Tam O'Shanter-Sullivan,Freehold,"$6,216 (CAD)",Attached Garage,1 day,4,5,,,,,,Forced air (Natural gas),"Brick, Stucco",,,,,7,,2,,,61.83 x 124 FT,,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,,,"61 ft ,9 in",124 ft,Poured Concrete,,,,,,,,,,,,,,,,,,,,,,,,
"$1,899,000","4406 - 1 PALACE PIER COURTToronto (Mimico), Ontario M8V3W9",W10430116,SOTHEBY'S INTERNATIONAL REALTY CANADA,Brokerage,"125 LAKESHORE RD E STE 200OAKVILLE, Ontario L6J1H3",Single Family,Apartment,,1800 - 1999 sqft,Mimico,Condominium/Strata,"$6,194.40 (CAD)",Underground,3 days,2,3,1,"Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer, Window Coverings","Cul-de-sac, In suite Laundry, Guest Suite","Security/Concierge, Exercise Centre, Recreation Centre, Sauna, Storage - Locker",Central air conditioning,Forced air (Electric),,Pet Restrictions,"$2,101.86 (CAD) Monthly","Heat, Electricity, Water, Cable TV, Common Area Maintenance, Insurance, Parking","First Service/Cross Bridge Condo Services , 416-503-1200",2,Direct Water View,,,,,,,,,"Security system, Security guard",,,,,"Beach, Marina, Public Transit",,,,,,,Indoor pool,,,Lake/Pond,,,,,,,,Waterfront,,,,Lake Ontario,,,,,,
"$1,899,000","1 PALACE PIER Court Unit# 4406Toronto, Ontario M8V3W9",40678397,"Sotheby's International Realty Canada, Brokerage",,"125 Lakeshore Rd E - Suite 200Oakville, Ontario L6J1H3",Single Family,Apartment,1,1986 sqft,,Condominium,"$6,194.40 (CAD)","Underground, Covered",4 days,2,3,1,"Dishwasher, Dryer, Stove, Washer, Microwave Built-in, Window Coverings","Cul-de-sac, Southern exposure","Exercise Centre, Guest Suite",Central air conditioning,"Baseboard heaters, Forced air",Concrete,,"$2,101.86 (CAD) Monthly",,,2,Direct Water View,,,,Unknown,,None,Attached,,,,,Municipal sewage system,Municipal water,"Beach, Marina, Public Transit",,,,,,Res,,,,Lake,TWMC - Mimico,,Locker,0,1986 sqft,,Road access,Waterfront,,,,LAKE ONTARIO,,,,,,
"$1,895,000","33 BEATRICE STREETToronto (Trinity-Bellwoods), Ontario M6J2T2",C10428824,ROYAL LEPAGE CONNECT REALTY,Brokerage,"311 RONCESVALLES AVENUETORONTO, Ontario M6R2M6",Single Family,House,2.5,,Trinity-Bellwoods,Freehold,"$8,948.26 (CAD)",Detached Garage,4 days,4,3,,"Dishwasher, Refrigerator, Stove, Window Coverings","Lane, In-Law Suite",,Central air conditioning,Forced air (Natural gas),Brick,,,,,4,,1,"Hardwood, Laminate",,24 x 102 FT,Apartment in basement,N/A,Semi-detached,,,,,Sanitary sewer,Municipal water,,,24 ft,102 ft,"Block, Concrete",,,,,,,,,,,,,,,,,,,,,,,,
"$1,889,000","51 GLENHOLME AVENUEToronto (Wychwood), Ontario M6H3A8",C10430269,HARVEY KALLES REAL ESTATE LTD.,Brokerage,"2145 AVENUE ROADTORONTO, Ontario M5M4B2",Single Family,House,2,2000 - 2500 sqft,Wychwood,Freehold,"$7,388.93 (CAD)",Detached Garage,3 days,4,2,,"Cooktop, Dishwasher, Dryer, Freezer, Furniture, Microwave, Range, Refrigerator, Stove, Washer, Whirlpool",,,Wall unit,Radiant heat (Natural gas),Brick,Community Centre,,,,6,,,"Concrete, Hardwood, Tile, Laminate",,35.1 x 122.2 FT,Separate entrance,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,"Park, Place of Worship, Public Transit",Fenced yard,"35 ft ,1 in","122 ft ,2 in",Unknown,,,,,,,,,,,,,,,,,,,,,,,,
"$1,850,000","123 GORE VALE AVENUEToronto (Trinity-Bellwoods), Ontario M6J2R5",C10440586,KELLER WILLIAMS REFERRED URBAN REALTY,Brokerage,"156 DUNCAN MILL RD UNIT 1TORONTO, Ontario M3B3N2",Single Family,House,3,,Trinity-Bellwoods,Freehold,"$6,337.46 (CAD)",,1 day,4,3,1,Water Heater,,,Central air conditioning,Forced air (Natural gas),"Aluminum siding, Brick",Community Centre,,,,0,View,,"Concrete, Hardwood",,21.41 x 69.5 FT ; 69.50 ft x 21.41 ft x 69.34 ft x 20.80,Separate entrance,N/A (Unfinished),Detached,,,,,Sanitary sewer,Municipal water,"Schools, Public Transit, Park",,"21 ft ,4 in","69 ft ,6 in",Unknown,,,,,,,,,,,,,,,,,,,,,,,,
"$1,823,000","238 GEORGE STREETToronto (Moss Park), Ontario M5A2N1",C10429321,NEW ERA REAL ESTATE,Brokerage,"171 LAKESHORE RD E #14MISSISSAUGA, Ontario L5G4T9",Single Family,House,2.5,,Moss Park,Freehold,"$7,418 (CAD)","Detached Garage, Street",4 days,3,4,1,"Water Heater, Dryer, Refrigerator, Stove, Washer",,,Central air conditioning,Forced air (Natural gas),Brick,,,,,2,,,Parquet,,17.52 x 99.61 FT,,N/A (Finished),Semi-detached,,,,,Sanitary sewer,Municipal water,,,"17 ft ,6 in","99 ft ,7 in",Concrete,,,,,,,,,,,,,,,,,,,,,,,,
"$1,817,200","202 - 3 SOUTHVALE DRIVEToronto (Leaside), Ontario M4G1G1",C10429562,BRIDLEPATH PROGRESSIVE REAL ESTATE INC.,Brokerage,"678A SHEPPARD AVE ETORONTO, Ontario M2K3E7",Single Family,Apartment,,1400 - 1599 sqft,Leaside,Condominium/Strata,"$8,794.32 (CAD)",Underground,4 days,3,3,,,Balcony,"Exercise Centre, Party Room, Visitor Parking, Storage - Locker",Central air conditioning,Forced air (Natural gas),Brick,Pet Restrictions,"$1,545.26 (CAD) Monthly","Heat, Water, Insurance",Canlight Property Management,1,,,"Hardwood, Porcelain Tile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,808,000","4305 - 16 HARBOUR STREETToronto (Waterfront Communities), Ontario M5J2Z7",C10442621,IPRO REALTY LTD.,Brokerage,"276 DANFORTH AVENUETORONTO, Ontario M4K1N6",Single Family,Apartment,,1400 - 1599 sqft,Waterfront Communities C1,Condominium/Strata,"$6,345 (CAD)",Underground,11 hours,3,2,,"Hot Tub, Sauna","Balcony, Carpet Free, In suite Laundry, In-Law Suite","Visitor Parking, Exercise Centre, Security/Concierge, Fireplace(s), Separate Electricity Meters, Storage - Locker",Central air conditioning,Forced air (Natural gas),Concrete,"Pet Restrictions, Community Centre","$1,331 (CAD) Monthly","Heat, Water",Del Property Management Inc. 416-360-0599,1,,,Vinyl,Tennis Court,,,,,,,,1,,,"Hospital, Public Transit",,,,,,,Indoor pool,,,,,,,,,,,,,,,,,,,,,
"$1,799,900","96 KING HIGH AVENUEToronto (Clanton Park), Ontario M3H3B1",C10441760,RE/MAX REALTRON DAVID SOBERANO GROUP,Brokerage,"822 SHEPPARD AVE WESTTORONTO, Ontario M3H2T1",Single Family,House,2,,Clanton Park,Freehold,"$9,435 (CAD)",,14 hours,4,5,1,"Dishwasher, Dryer, Refrigerator, Stove, Washer, Window Coverings, Wine Fridge",Carpet Free,,Central air conditioning,Forced air (Natural gas),Brick,,,,,2,,3,Hardwood,,50 x 122 FT,Apartment in basement,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,,,50 ft,122 ft,Block,,,,,,,,,,,,,,,,,,,,,,,,
"$1,799,900","1211 - 195 MCCAUL STREETToronto (Kensington-Chinatown), Ontario M5T1W6",C10431006,INTERCITY REALTY INC.,Brokerage,"3600 LANGSTAFF RD., STE14VAUGHAN, Ontario L4L9E7",Single Family,Apartment,,1000 - 1199 sqft,Kensington-Chinatown,Condominium/Strata,$0 (CAD),Underground,3 days,3,2,,Oven - Built-In,"Balcony, Carpet Free","Security/Concierge, Exercise Centre, Party Room, Storage - Locker",Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,,"Insurance, Parking",ACE Condominium,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,799,000","103 - 342 SPADINA ROADToronto (Forest Hill South), Ontario M5P2V4",C10429077,RE/MAX REALTRON REALTY INC.,Brokerage,"183 WILLOWDALE AVE.TORONTO, Ontario M2N4Y9",Single Family,Apartment,,1800 - 1999 sqft,Forest Hill South,Condominium/Strata,"$5,629.30 (CAD)",Underground,4 days,2,3,1,,Conservation/green belt,"Security/Concierge, Exercise Centre, Party Room, Visitor Parking, Storage - Locker",Central air conditioning,Forced air (Electric),Brick,"Pet Restrictions, Community Centre","$2,482.36 (CAD) Monthly","Water, Cable TV, Common Area Maintenance",Pro-House Management,2,,,"Wood, Tile",,,,,,,Security guard,,,,,"Hospital, Park, Place of Worship, Public Transit",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,799,000","11 MORLAND ROADToronto (Runnymede-Bloor West Village), Ontario M6S2M7",W10430799,SUTTON GROUP OLD MILL REALTY INC.,Brokerage,"74 JUTLAND RD #40TORONTO, Ontario M8Z0G7",Single Family,House,2,,Runnymede-Bloor West Village,Freehold,"$4,904 (CAD)",,3 days,4,5,1,"Dishwasher, Dryer, Hood Fan, Oven, Refrigerator, Stove, Washer, Water Heater",,,Central air conditioning,Forced air (Natural gas),"Brick Facing, Stucco",,,,,0,,1,,,23 x 110 FT,Walk out,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,,,23 ft,110 ft,Concrete,,,,,,,,,,,,,,,,,,,,,,,,
"$1,799,000","44 ENDEAN AVENUEToronto (South Riverdale), Ontario M4M1W6",E10433426,REAL ESTATE HOMEWARD,Brokerage,"1858 QUEEN STREET E.TORONTO, Ontario M4L1H1",Single Family,House,2,1500 - 2000 sqft,South Riverdale,Freehold,"$7,152.89 (CAD)",,2 days,3,4,1,"Water Heater, Water meter, Dishwasher, Dryer, Microwave, Stove, Washer","Lane, Carpet Free, Sump Pump",Fireplace(s),Central air conditioning,Forced air (Natural gas),"Brick Facing, Vinyl siding",,,,,2,,1,"Hardwood, Vinyl, Tile",Patio(s),20 x 92.5 FT,,Full (Finished),Detached,,,,1,Sanitary sewer,Municipal water,"Public Transit, Schools, Place of Worship, Hospital",Fenced yard,20 ft,"92 ft ,6 in",Concrete,"Cable (Installed), Sewer (Installed)",,,,Landscaped,,,,,,,,,,,Insulation upgraded,,,,,,,,
"$1,790,000","203 MCKEE AVENUEToronto (Willowdale East), Ontario M2N4C9",C10442522,RC BEST CHOICE REALTY CORP,Brokerage,"95 ROYAL CREST CRT UNIT 21MARKHAM, Ontario L3R9X5",Single Family,House,1,2000 - 2500 sqft,Willowdale East,Freehold,"$9,807.55 (CAD)",Detached Garage,13 hours,2,2,,Window Coverings,,,Central air conditioning,Forced air (Natural gas),Brick,,,,,3,,1,Wood,,50 x 150 FT,,N/A (Finished),Detached,Bungalow,,,,Sanitary sewer,Municipal water,,,50 ft,150 ft,Unknown,,,Inground pool,,,,,,,,,,,,,,,,,,,,,
"$1,778,000","3 LOCHWAY COURTToronto (Islington-City Centre West), Ontario M9B4G6",W10428542,RE/MAX PROFESSIONALS INC.,Brokerage,"4242 DUNDAS ST W UNIT 9TORONTO, Ontario M8X1Y6",Single Family,House,2,,Islington-City Centre West,Freehold,"$6,137.18 (CAD)",Attached Garage,4 days,4,3,,"Oven - Built-In, Water Heater","Cul-de-sac, Sump Pump",,Central air conditioning,Forced air (Natural gas),Brick,,,,,5,,,"Hardwood, Tile",,85.77 x 77.27 FT,,Full (Finished),Detached,,"Alarm system, Monitored Alarm",,2,Sanitary sewer,Municipal water,"Park, Public Transit, Schools",Fenced yard,"85 ft ,9 in","77 ft ,3 in",Unknown,,,,,,,,,,,,,,,,,,,,,,,,
"$1,765,000","365B ROEHAMPTON AVENUEToronto (Mount Pleasant East), Ontario M4P1S3",C10433205,ROYAL LEPAGE/J & D DIVISION,Brokerage,"477 MT. PLEASANT ROADTORONTO, Ontario M4S2L9",Single Family,Row / Townhouse,2,1600 - 1799 sqft,Mount Pleasant East,Condominium/Strata,"$6,738.02 (CAD)",Garage,2 days,3,4,2,"Garage door opener remote(s), Central Vacuum, Water Heater - Tankless, Water Heater, Dishwasher, Dryer, Garage door opener, Microwave, Refrigerator, Stove, Washer","Carpet Free, Sump Pump","Visitor Parking, Separate Electricity Meters",Central air conditioning,Other (Natural gas),"Stone, Brick","Pet Restrictions, Community Centre",$758.33 (CAD) Monthly,"Common Area Maintenance, Insurance, Parking",Management Professionals Realty Limited 416-251-3189,1,,,"Tile, Hardwood, Vinyl, Wood",Patio(s),,,N/A (Finished),,,,,,,,"Hospital, Park, Public Transit",Fenced yard,,,,,,,,Landscaped,,,,,,,,,,,,,,,,,,,
"$1,752,400","301 - 3 SOUTHVALE DRIVEToronto (Leaside), Ontario M4G1G1",C10430399,BRIDLEPATH PROGRESSIVE REAL ESTATE INC.,Brokerage,"678A SHEPPARD AVE ETORONTO, Ontario M2K3E7",Single Family,Apartment,,1200 - 1399 sqft,Leaside,Condominium/Strata,"$8,484.81 (CAD)",Underground,3 days,2,2,,Cooktop,"Balcony, In suite Laundry",Storage - Locker,Central air conditioning,Forced air (Natural gas),Brick,Pet Restrictions,"$1,497.16 (CAD) Monthly","Heat, Insurance, Common Area Maintenance, Water",Canlight Management,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,749,000","58 FERN AVENUEToronto (Roncesvalles), Ontario M6R1K1",W10430214,KELLER WILLIAMS REFERRED URBAN REALTY,Brokerage,"156 DUNCAN MILL RD UNIT 1TORONTO, Ontario M3B3N2",Single Family,Row / Townhouse,2,,Roncesvalles,Freehold,"$6,888 (CAD)",Detached Garage,3 days,3,3,1,"Central Vacuum, Water Heater, Dishwasher, Dryer, Refrigerator, Stove, Washer",Lane,,Central air conditioning,Forced air (Natural gas),Brick,Community Centre,,,,1,,1,"Hardwood, Tile",,15 x 117 FT,Apartment in basement,N/A,Attached,,,,,Sanitary sewer,Municipal water,"Place of Worship, Schools, Hospital, Park",,15 ft,117 ft,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
"$1,749,000","2 JOSEPHINE ROADToronto (Clanton Park), Ontario M3H3G4",C10433823,RE/MAX REALTRON BARRY COHEN HOMES INC.,Brokerage,"309 YORK MILLS RO UNIT 7TORONTO, Ontario M2L1L3",Single Family,House,1,,Clanton Park,Freehold,"$6,437.60 (CAD)",Garage,1 day,3,4,1,"Cooktop, Dryer, Freezer, Microwave, Oven, Refrigerator, Washer",,,Central air conditioning,Forced air (Natural gas),Brick,,,,,5,,2,Hardwood,,89.6 x 67 FT,,N/A (Finished),Detached,Bungalow,,,,Sanitary sewer,Municipal water,,,"89 ft ,7 in",67 ft,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
