,link,Neighbourhood,address
5880,,Mount Pleasant East,260 Soudan Avenue
5881,,St.Andrew-Windfields,15 Fairmeadow Avenue
5882,,Willowridge-Martingrove-Richview,59 Lavington Drive
5883,,Cliffcrest,158 Phyllis Avenue
5884,,Rockcliffe-Smythe,15 Corbett Avenue
5885,,Lawrence Park South,471 Roselawn Avenue
5886,,York University Heights,2 Romfield Drive
5887,,Bedford Park-Nortown,52 Carmichael Avenue
5888,,Leaside-Bennington,93 Hanna Road
5891,,Casa Loma,212 St Clair Avenue W
5892,,Willowdale West,429 Hounslow Avenue
5896,,Bridle Path-Sunnybrook-York Mills,61 Highland Crescent
5898,,Pelmo Park-Humberlea,35 Yorkdale Crescent
5899,,Oakdale-Beverley Heights,26 Sinton Court
5900,,Danforth,717 Coxwell Avenue
5902,,Lansing-Westgate,10 Bombay Avenue
5903,,Eringate-Centennial-West Deane,330 Rathburn Road
5904,,Avondale,156 Avondale Avenue
5905,,Bendale South,27 Bendale Boulevard
5907,,High Park-Swansea,284 Ellis Avenue
5908,,High Park North,165 High Park Avenue
5909,,St.Andrew-Windfields,72 Aldershot Crescent
5910,,West Rouge,326 Jaybell Grove
5911,,Old East York,157 O'connor Drive
5912,,Leaside-Bennington,16 Donlea Drive
5913,,Cliffcrest,14 Granard Boulevard
5914,,Oakwood Village,106 Gloucester Grove
5916,,Bathurst Manor,202 Goddard Street
5917,,Steeles,93 Sandyhook Square
5919,,Bathurst Manor,111 Codsell Avenue
5920,,Rockcliffe-Smythe,46 Pritchard Avenue
5921,,Milliken,48 Enchanted Hills Crescent
5922,,Malvern East,10 - 20 Scarfair Pathway
5925,,Long Branch,67 Lake Promenade
5926,,Clanton Park,200 Clanton Park Road
5927,,Oakdale-Beverley Heights,85 Letchworth Crescent
5929,,Banbury-Don Mills,21 Nomad Crescent
5930,,Princess-Rosethorn,7 B Orrell Avenue
5931,,Princess-Rosethorn,7A Orrell Avenue
5933,,Lawrence Park South,163 Cortleigh Boulevard
5935,,Bayview Village,26 Citation Drive
5936,,Humber Heights-Westmount,32 Dixon Road
5937,,Willowridge-Martingrove-Richview,35 Hobden Place
5938,,Newtonbrook West,96 Caines Avenue
5939,,Edenbridge-Humber Valley,12 Bearwood Drive
5940,,St.Andrew-Windfields,63 Bannatyne Drive
5941,,Oakdale-Beverley Heights,14 Kirby Road
5942,,Dovercourt Village,828 Shaw Street
5944,,Banbury-Don Mills,19 Alderbrook Drive
5945,,Wexford/Maryvale,46 A Courton Drive
5946,,Lawrence Park South,15 Strathallan Boulevard
5947,,St.Andrew-Windfields,89 Old Colony Road
5949,,Stonegate-Queensway,25 Yorkview Drive
5950,,Centennial Scarborough,175 Bathgate Drive
5952,,Parkwoods-O'Connor Hills,39 Muircrest Drive
5953,,Roncesvalles,54 Wright Avenue
5955,,Yorkdale-Glen Park,524 Glen Park Avenue
5957,,Old East York,304 Donlands Avenue
5958,,East Willowdale,183 Byng Avenue
5959,,Greenwood-Coxwell,104 Monarch Park Avenue
5960,,Agincourt South-Malvern West,43 Keyworth Trail
5961,,Lawrence Park South,98 Dawlish Avenue
5962,,Alderwood,93 Gair Drive
5963,,Casa Loma,6 Edmund Avenue
5964,,Rockcliffe-Smythe,51 Foxwell Street
5965,,Rosedale-Moore Park,29 Rosedale Heights Drive
5967,,Stonegate-Queensway,889 Royal York Road
5969,,Edenbridge-Humber Valley,16 Woodvalley Drive
5971,,Bayview Woods-Steeles,16 Gaspe Road
5972,,Englemount-Lawrence,8 Fairholme Avenue
5973,,Newtonbrook East,33 Athabaska Avenue
5974,,Pelmo Park-Humberlea,16 Walsh Avenue
5975,,Caledonia-Fairbank,26 Dynevor Road
5976,,Leaside-Bennington,100 Glenvale Boulevard
5978,,Stonegate-Queensway,45 Meadowvale Drive
5979,,West Humber-Clairville,1 Saraband Street
5981,,Trinity-Bellwoods,9 Foxley Street
5982,,Edenbridge-Humber Valley,52 Valecrest Drive
5985,,Tam O'Shanter-Sullivan,33 Wishing Well Drive
5986,,Junction-Wallace Emerson,158 Symington Avenue
5987,,Wexford/Maryvale,82 Lynvalley Crescent
5988,,Bathurst Manor,22 Coreydale Court
5989,,Centennial Scarborough,28 Wichey Road
5990,,Wexford/Maryvale,2 Christina Crescent
5991,,Don Valley Village,56 Nymark Avenue
5992,,Morningside,1 Hoshlega Drive
5993,,Banbury-Don Mills,30 Broadleaf Road
5994,,Casa Loma,8 Dartnell Avenue
5995,,Steeles,15 Sandy Haven Drive
5997,,Parkwoods-O'Connor Hills,30 Kellythorne Drive
5998,,Corso Italia-Davenport,75 Harvie Avenue
5999,,Morningside,12 Pickthall Terrace
6001,,Cliffcrest,92 Eastville Avenue
6002,,Casa Loma,31 Russell Hill Road
6003,,Mount Olive-Silverstone-Jamestown,50 Franca Crescent
6005,,Princess-Rosethorn,18 Plumbstead Court
6006,,Lansing-Westgate,72 Gwendolen Crescent
6008,,Lansing-Westgate,66 Burndale Avenue
6009,,University,102 Robert Street
6010,,Rexdale-Kipling,76 Stavely Crescent
6012,,Birchcliffe-Cliffside,40 Claremore Avenue
6014,,Banbury-Don Mills,25 Misty Crescent
6015,,Yonge-Eglinton,5 Braemar Avenue
6016,,Trinity-Bellwoods,277 Crawford Street
6017,,High Park North,478 Glenlake Avenue
6019,,Hillcrest Village,36 Brahms Avenue
6020,,St.Andrew-Windfields,134 Yorkminster Road
6021,,Bayview Village,6 Morewood Crescent
6022,,Willowdale West,150 Holcolm Road
6023,,Newtonbrook West,46 Devondale Avenue
6024,,Stonegate-Queensway,12 Reid Manor
6027,,Willowdale West,422 Hounslow Avenue
6028,,Bedford Park-Nortown,102 Carmichael Avenue
6029,,Bayview Village,186 Burbank Drive
6030,,Rosedale-Moore Park,8 Binscarth Road
6031,,Stonegate-Queensway,33 Bonnyview Drive
6033,,Forest Hill South,23 Dewbourne Avenue
6035,,Avondale,90 Avondale Avenue
6036,,Golfdale-Cedarbrae-Woburn,34 Alpaca Drive
6037,,Rustic,22 De Marco Boulevard
6038,,Tam O'Shanter-Sullivan,121 Earlton Road
6039,,Weston,35 Joseph Street
6040,,Bridle Path-Sunnybrook-York Mills,192 The Bridle Path
6041,,Edenbridge-Humber Valley,8 Edgevalley Drive
6042,,Newtonbrook East,599 Conacher Drive
6043,,Clairlea-Birchmount,61 Presley Avenue
6045,,Clairlea-Birchmount,6 Medonte Avenue
6046,,Islington,35 Botfield Avenue
6047,,Etobicoke West Mall,227 Renforth Drive
6048,,Englemount-Lawrence,68 Lynnhaven Road
6049,,St.Andrew-Windfields,8 Medalist Road
6051,,Lawrence Park South,132 Blythwood Road
6052,,Parkwoods-O'Connor Hills,120 Laurentide Drive
6054,,Humbermede,60 Samba Drive
6055,,Bedford Park-Nortown,60 Alexandra Wood
6056,,Greenwood-Coxwell,116 Walpole Avenue
6057,,Humber Summit,10 Larchmere Avenue
6058,,Guildwood,423 Guildwood Parkway
6059,,East Willowdale,145 Kingsdale Avenue
6060,,East Willowdale,211 Dunview Avenue
6061,,Malvern West,4 Shepmore Terrace
6062,,Trinity-Bellwoods,19 Fennings Street
6063,,Bayview Village,2977 Bayview Avenue
6065,,The Beaches,18 Munro Park Avenue
6066,,Forest Hill South,250 Warren Road
6067,,Alderwood,450 A Valermo Drive
6068,,Avondale,47 Anndale Drive
6070,,Broadview North,1173 Broadview Avenue
6071,,Centennial Scarborough,73 Andona Crescent
6072,,Don Valley Village,16 Ennismore Place
6073,,Wexford/Maryvale,25 Crosland Drive
6074,,Clairlea-Birchmount,111 North Bonnington Avenue
6075,,Edenbridge-Humber Valley,102 Edenbridge Drive
6076,,Oakwood Village,377 Glenholme Avenue
6077,,St.Andrew-Windfields,236 York Mills Road
6078,,Pelmo Park-Humberlea,34 Walsh Avenue
6079,,Rosedale-Moore Park,44 Standish Avenue
6081,,Bedford Park-Nortown,59 Sandringham Drive
6082,,Oakwood Village,209 Cedric Avenue
6083,,Banbury-Don Mills,7 Waxwing Place
6084,,Birchcliffe-Cliffside,109B Heale Avenue
6085,,Rockcliffe-Smythe,34 Woodgate Drive
6086,,Steeles,31 Lambeth Square
6087,,Casa Loma,11 Shorncliffe Avenue
6088,,St.Andrew-Windfields,6 Stubbs Drive
6089,,St.Andrew-Windfields,29 Junewood Crescent
6090,,Bayview Village,156 Burbank Drive
6093,,Newtonbrook East,16 Glenelia Avenue
6094,,Pelmo Park-Humberlea,216 Gary Drive
6096,,Bridle Path-Sunnybrook-York Mills,18 Timberglade Court
6098,,Lawrence Park South,216 Glencairn Avenue
6099,,Cliffcrest,22 Cliffcrest Drive
6100,,Newtonbrook West,45 Glenborough Park Crescent
6101,,Kingsway South,1085 Royal York Road
6102,,Rexdale-Kipling,85 Barrhead Crescent
6104,,High Park-Swansea,155 Grenadier Road
6105,,Palmerston-Little Italy,71-73 Grace Street
6106,,Old East York,18 Coxwell Boulevard
6108,,Banbury-Don Mills,5 Norden Crescent
6109,,St.Andrew-Windfields,1 Silvergrove Road
6110,,Golfdale-Cedarbrae-Woburn,61 Shoredale Drive
6112,,Stonegate-Queensway,3 Frankwood Road
6114,,Yorkdale-Glen Park,32 Cartwright Avenue
6116,,Caledonia-Fairbank,272B Boon Avenue
6117,,Scarborough Village,49 Greendowns Drive
6118,,Forest Hill South,35 Thelma Avenue
6119,,Broadview North,128 Floyd Avenue
6120,,Maple Leaf,141 Gracefield Avenue
6121,,West Queen West,741 Richmond Street W
6122,,Lawrence Park South,90 Chatsworth Drive
6123,,Eringate-Centennial-West Deane,18 Esposito Court
6125,,Rosedale-Moore Park,393 Summerhill Avenue
6126,,Malvern East,102 Pennyhill Drive
6127,,Malvern East,105 Empringham Drive
6128,,Clanton Park,28 Joel Swirsky Boulevard
6130,,High Park-Swansea,308 Wright Avenue
6131,,Bridle Path-Sunnybrook-York Mills,61 Arjay Crescent
6132,,Weston-Pelham Park,393 Old Weston Road
6133,,Malvern West,95 Pinery Trail
6134,,West Hill,4075A Lawrence Avenue E
6135,,Casa Loma,26 Mcmaster Avenue
6136,,Eglinton East,109 Thicketwood Drive
6138,,Willowdale West,57 Hounslow Avenue
6139,,Yorkdale-Glen Park,24 Cartwright Avenue
6140,,Cliffcrest,39 Gradwell Drive
6143,,Leaside-Bennington,30 Bennington Heights Drive
6144,,Guildwood,95 Hill Crescent
6145,,Bayview Village,42 Heathview Avenue
6146,,Forest Hill South,217 Richview Avenue
6147,,Old East York,123 Cadorna Avenue
6148,,Kennedy Park,721 Midland Avenue E
6149,,Markland Wood,18 Burnt Log Crescent
6150,,Newtonbrook East,168 Cummer Avenue
6151,,Bridle Path-Sunnybrook-York Mills,34 Green Valley Road
6152,,Wexford/Maryvale,51 Ivorwood Crescent
6153,,St.Andrew-Windfields,52 Fifeshire Road
6154,,Forest Hill South,5 Browside Avenue
6156,,Cliffcrest,41 Meadowcliffe Drive
6157,,Rosedale-Moore Park,39 Standish Avenue
6158,,Highland Creek,18 Bazalgette Drive
6159,,Yonge-Doris,478 Kenneth Avenue
6160,,Rexdale-Kipling,98 Stavely Crescent
6161,,Stonegate-Queensway,80 Edgecroft Road
6162,,Bathurst Manor,52 Acton Avenue
6163,,Stonegate-Queensway,38 Smithfield Drive
6164,,Clairlea-Birchmount,84 Bexhill Avenue
6166,,Bridle Path-Sunnybrook-York Mills,31 Saintfield Avenue
6167,,Banbury-Don Mills,16 Deepwood Crescent
6168,,Leaside-Bennington,162 Glenvale Boulevard
6169,,Scarborough Village,7 Windy Ridge Drive
6171,,Mount Pleasant East,111 Blythwood Road
6172,,East Willowdale,129 Mckee Avenue
6173,,Bayview Woods-Steeles,50 Bruce Farm Drive
6174,,Brookhaven-Amesbury,1745 Lawrence Avenue W
6175,,Bedford Park-Nortown,38 Mason Boulevard
6176,,Annex,40 Admiral Road
6177,,Old East York,461 Donlands Avenue
6178,,Mimico-Queensway,65 Lake Crescent
6179,,Bayview Village,255 Burbank Drive
6180,,Casa Loma,199 Balmoral Avenue
6182,,Birchcliffe-Cliffside,72 Fishleigh Drive
6184,,Scarborough Village,40 Stanland Drive
6185,,Banbury-Don Mills,12 Chatfield Drive
6186,,Humber Summit,90 Goldsboro Road
6187,,Islington,38 Smithwood Drive
6189,,Bedford Park-Nortown,419 Glengrove Avenue
6190,,Bayview Village,21 Bathford Crescent
6191,,Princess-Rosethorn,56 Ravenscrest Drive
6192,,East Willowdale,338 Byng Avenue
6193,,Kennedy Park,801 Midland Avenue
6195,,Kingsway South,100 Old Mill Road
6196,,St.Andrew-Windfields,57 Rollscourt Drive
6197,,Banbury-Don Mills,28 Brian Cliff Drive
6198,,Banbury-Don Mills,44 Tanbark Crescent
6199,,Bridle Path-Sunnybrook-York Mills,51 Highland Crescent
6200,,Downsview,79 Cuffley Crescent S
6201,,Casa Loma,19 Clarendon Avenue
6202,,Caledonia-Fairbank,490 Caledonia Road
6203,,Rockcliffe-Smythe,56 Rockcliffe Boulevard
6204,,High Park North,117 Clendenan Avenue
6205,,Lansing-Westgate,41 Don River Boulevard
6206,,Elms-Old Rexdale,37 Hatfield Crescent
6207,,Banbury-Don Mills,21 Yewfield Crescent
6208,,Stonegate-Queensway,854 Royal York Road
6210,,Banbury-Don Mills,16 Brian Cliff Drive
6211,,High Park-Swansea,25 Boustead Avenue
6212,,Newtonbrook East,25 Greenyards Drive
6213,,Oakwood Village,376 Northcliffe Boulevard
6214,,Bridle Path-Sunnybrook-York Mills,45 Park Lane Circle
6215,,Roncesvalles,70 Lansdowne Avenue
6216,,Corso Italia-Davenport,114 Rosemount Avenue
6217,,Casa Loma,17 Ardwold Gate
6219,,Ionview,19 Treverton Drive
6220,,Yorkdale-Glen Park,1104 Glengrove Avenue
6221,,West Humber-Clairville,21 Avening Drive
6222,,Dovercourt Village,782 Crawford Street
6224,,South Eglinton-Davisville,165 Hillsdale Avenue E
6225,,Don Valley Village,29 Corning Road
6226,,Guildwood,56 Somerdale Square
6227,,Oakwood Village,62 Earlsdale Avenue
6228,,Willowdale West,21 Christine Crescent
6230,,Corso Italia-Davenport,76 Rosemount Avenue
6231,,Briar Hill-Belgravia,459 Whitmore Avenue
6235,,Princess-Rosethorn,98 Rathburn Road
6236,,Leaside-Bennington,184 Mcrae Drive
6237,,Lansing-Westgate,27 Westgate Boulevard
6238,,Forest Hill South,6 Hillholm Road
6239,,Black Creek,19 Kinnie Court
6240,,St.Andrew-Windfields,63 Rollscourt Drive
6241,,Forest Hill South,11 Ridgewood Road
6242,,St.Andrew-Windfields,228 Owen Boulevard
6244,,Yonge-Eglinton,38 Lascelles Boulevard
6247,,The Beaches,52 Fernwood Park Avenue
6248,,St.Andrew-Windfields,8 Elliotwood Court
6249,,Victoria Village,12 Kenewen Court
6251,,Rosedale-Moore Park,37 St. Andrews Gardens
6252,,Rexdale-Kipling,20 Kennebec Crescent S
6253,,Centennial Scarborough,8 Bonacres Avenue
6254,,Centennial Scarborough,215 Andona Crescent
6255,,Oakwood Village,198 Lauder Avenue
6256,,Bendale-Glen Andrew,71 Oakley Boulevard
6257,,Newtonbrook East,191 Maxome Avenue
6258,,Humber Summit,2966 Islington Avenue
6259,,Danforth,528 Strathmore Boulevard
6260,,Downsview,275 Reiner Road
6261,,Bendale South,54 Carslake Crescent
6262,,Rustic,5 Liscombe Road
6263,,Keelesdale-Eglinton West,52 Bicknell Avenue
6264,,Forest Hill South,3 Silverwood Avenue
6266,,York University Heights,20 Ladyshot Crescent
6269,,Elms-Old Rexdale,20 Hatfield Crescent
6271,,South Parkdale,1377 King Street W
6272,,Eglinton East,33 Graylee Avenue
6273,,Rockcliffe-Smythe,103 Bernice Crescent
6274,,Rosedale-Moore Park,11 Beaumont Road
6275,,Junction-Wallace Emerson,418 Margueretta Street
6276,,Islington,19 Mervyn Avenue
6277,,Forest Hill South,148 Forest Hill Road
6279,,Bayview Village,1 Tally Lane
6280,,Forest Hill South,420 Russell Hill Road
6281,,Maple Leaf,227 Falstaff Avenue
6282,,St.Andrew-Windfields,133 Bannatyne Drive
6284,,Humber Heights-Westmount,75 Leggett Avenue
6285,,Lawrence Park North,280 Woburn Avenue
6287,,Newtonbrook East,81 Maxome Avenue
6288,,Maple Leaf,2 Rollet Drive
6289,,Forest Hill South,80 Old Forest Hill Road
6290,,Brookhaven-Amesbury,219 Touchstone Drive
6291,,Alderwood,290 Gamma Street
6292,,Birchcliffe-Cliffside,100 Blantyre Avenue
6294,,Bedford Park-Nortown,215 Strathallan Wood
6295,,Edenbridge-Humber Valley,43 Edenbridge Drive
6297,,Parkwoods-O'Connor Hills,18 Olsen Drive
6298,,Scarborough Village,5 Hill Crescent
6299,,Trinity-Bellwoods,15 Markham Street
6300,,West Hill,4456 Lawrence Avenue E
6301,,Palmerston-Little Italy,539 Crawford Street
6302,,Long Branch,399 Lake Promenade
6303,,Lansing-Westgate,168 Sandringham Drive
6304,,Banbury-Don Mills,73 Larkfield Drive
6305,,Edenbridge-Humber Valley,7 Ashley Park Road
6307,,Bridle Path-Sunnybrook-York Mills,36 Old Yonge Street
6308,,Bayview Village,26 Flaremore Crescent
6310,,Banbury-Don Mills,22 Leacroft Crescent
6312,,Bedford Park-Nortown,550 Deloraine Avenue
6313,,Edenbridge-Humber Valley,94 Anglesey Boulevard
6314,,Alderwood,111 Evans Avenue
6315,,Forest Hill South,17 Duncannon Drive
6316,,Highland Creek,96 Bobmar Road
6318,,Bathurst Manor,169 Kennard Avenue
6319,,Fenside-Parkwoods,24 Skelmore Crescent
6320,,Hillcrest Village,65 Clansman Boulevard
6321,,Humbermede,130 Verobeach Boulevard
6322,,East Willowdale,171 Empress Avenue
6323,,Bridle Path-Sunnybrook-York Mills,17 Blyth Hill Road
6324,,Keelesdale-Eglinton West,168 Dunraven Drive
6326,,Rosedale-Moore Park,52 Rosedale Road
6327,,Forest Hill South,11 Dewbourne Avenue
6328,,Scarborough Village,86 Hill Crescent
6329,,Clairlea-Birchmount,29 North Woodrow Boulevard
6330,,Forest Hill South,11 Hawarden Crescent
6331,,East Willowdale,391 Empress Avenue
6333,,Cliffcrest,12 Kitson Drive
6334,,Forest Hill South,230 Dunvegan Road
6335,,Palmerston-Little Italy,624 Ossington Avenue
6336,,Kennedy Park,26 Hopecrest Crescent
6337,,Morningside,3 Copping Road
6338,,Yonge-Eglinton,73 Colin Avenue
6341,,Princess-Rosethorn,406 The Kingsway
6342,,Bridle Path-Sunnybrook-York Mills,32 Arjay Crescent
6343,,Alderwood,21 Enfield Avenue
6344,,Oakdale-Beverley Heights,22 Chappel Hill Road
6345,,Lawrence Park North,66 Lawrence Avenue W
6347,,Willowridge-Martingrove-Richview,25 Learmont Drive
6349,,Broadview North,978 Carlaw Avenue
6350,,Brookhaven-Amesbury,25 Parkchester Road
6351,,St.Andrew-Windfields,20 Owen Boulevard
6352,,Centennial Scarborough,29 Andona Crescent
6353,,Oakwood Village,611 Northcliffe Boulevard
6354,,Guildwood,21 Toynbee Trail
6355,,Banbury-Don Mills,16 Tadcaster Place
6356,,Newtonbrook West,90 Charlton Boulevard
6357,,West Hill,18 Atkinson Avenue
6358,,Edenbridge-Humber Valley,91 Valecrest Drive
6359,,Centennial Scarborough,140 Bathgate Drive
6360,,Don Valley Village,23 Lesgay Crescent
6361,,Parkwoods-O'Connor Hills,22 Kestell Lane
6362,,St.Andrew-Windfields,52 Berkindale Drive
6363,,Bridle Path-Sunnybrook-York Mills,78 Arjay Crescent
6364,,Englemount-Lawrence,91 Brucewood Crescent
6365,,Lawrence Park South,23 Lytton Boulevard
6366,,Bendale-Glen Andrew,12 Arlene Crescent
6367,,West Humber-Clairville,48 Tealham Drive S
6368,,Highland Creek,15 Scenic Hill Court
6370,,Bendale South,6 Seminole Avenue
6371,,West Queen West,697 Richmond Street W
6372,,Birchcliffe-Cliffside,84A Aylesworth Avenue
6374,,South Riverdale,1568 Dundas Street E
6375,,Caledonia-Fairbank,253 Harvie Avenue
6376,,Annex,12 Madison Avenue
6377,,Willowdale West,397 Horsham Avenue
6378,,Newtonbrook East,9 Robinter Drive
6379,,Woodbine-Lumsden,237 Lumsden Avenue
6380,,Lawrence Park North,316 Jedburgh Road
6381,,St.Andrew-Windfields,161 Owen Boulevard
6382,,Newtonbrook East,49 Bowerbank Drive
6384,,Bendale-Glen Andrew,24 Rintella Court
6385,,Corso Italia-Davenport,42 Innes Avenue
6386,,Roncesvalles,46 Macdonell Avenue
6387,,Rockcliffe-Smythe,19 Lambton Avenue
6388,,St.Andrew-Windfields,39 Fifeshire Road
6389,,Banbury-Don Mills,2 Addison Crescent
6391,,Newtonbrook East,42B Otonabee Avenue
6392,,Cliffcrest,38 Fenwood Heights
6393,,Stonegate-Queensway,32 Rothsay Avenue
6396,,South Parkdale,164 Dunn Avenue
6397,,St.Andrew-Windfields,37 Rollscourt Drive
6398,,Milliken,73 Treetops Court
6399,,Banbury-Don Mills,50 Leacroft Crescent
6402,,Don Valley Village,1B Marowyne Drive
6403,,Casa Loma,80 Lynwood Avenue
6404,,Forest Hill North,9 Gilgorm Road
6405,,Oakwood Village,175 Glenholme Avenue
6406,,East Willowdale,361 Spring Garden Avenue
6408,,Princess-Rosethorn,29 Totteridge Road
6409,,Old East York,450 O'connor Drive
6410,,Morningside Heights,19 Nanaberry Street
6411,,Downsview,9 Cuffley Crescent S
6413,,Lansing-Westgate,218 Bogert Avenue
6414,,Trinity-Bellwoods,282 Ossington Avenue
6415,,East L'Amoreaux,39 Lord Sydenham Court
6416,,Lansing-Westgate,184 Poyntz Avenue
6417,,Alderwood,48 Enfield Avenue W
6418,,Markland Wood,245 Mill Road
6420,,Mount Olive-Silverstone-Jamestown,9 Delrosa Court
6421,,Rexdale-Kipling,21 Benway Drive
6423,,Wexford/Maryvale,52 Inniswood Drive
6425,,Bridle Path-Sunnybrook-York Mills,9 Campbell Crescent
6426,,Rustic,11 Jacinta Drive
6427,,Humbermede,58 Storer Drive
6428,,Stonegate-Queensway,45 Yorkview Drive
6429,,Broadview North,1384 Pape Avenue
6430,,Keelesdale-Eglinton West,43 Donald Avenue
6431,,Bedford Park-Nortown,242 Hillhurst Boulevard
6432,,Hillcrest Village,20 Bradenton Drive
6433,,Newtonbrook West,11 Kenton Drive
6434,,Bayview Woods-Steeles,611 Cummer Avenue
6436,,Thistletown-Beaumond Heights,89 Alhart Drive
6439,,Dovercourt Village,198 Yarmouth Road
6440,,Newtonbrook East,162 Cummer Avenue
6441,,Newtonbrook West,56 Tefley Road
6442,,East Willowdale,3022 Bayview Avenue
6445,,Annex,575 Huron Street
6446,,Bayview Woods-Steeles,23 Ballyconnor Court
6447,,Trinity-Bellwoods,53 Argyle Street
6448,,The Beaches,98 Spruce Hill Road
6449,,Forest Hill South,481 Russell Hill Road
6450,,Cliffcrest,32 Lyme Regis Crescent
6451,,Annex,577 Huron Street
6452,,Blake-Jones,Main - 27 Shudell Avenue
6453,,Bathurst Manor,12 Purdon Drive
6454,,Casa Loma,34 Poplar Plains Road
6455,,Bridle Path-Sunnybrook-York Mills,85 The Bridle Path
6456,,Princess-Rosethorn,5 Pheasant Lane
6458,,Woodbine-Lumsden,7B Bracebridge Avenue
6459,,Yorkdale-Glen Park,119 Glen Long Avenue
6462,,Forest Hill North,63 Marlee Avenue
6463,,Lawrence Park South,254 Glengrove Avenue W
6467,,Lawrence Park South,22 Hillhurst Boulevard
6468,,Princess-Rosethorn,80 North Heights Road
6469,,St.Andrew-Windfields,148 Munro Boulevard
6470,,Guildwood,112 Toynbee Trail
6471,,Scarborough Village,20 Chatterton Boulevard
6472,,Yonge-Eglinton,29 Chaplin Crescent
